window,min_hr,min_mkts,min_mos,direction,entry_lo,entry_hi,pool,signals,HR,ROI%,PnL,bl_HR,edge,sharpe,max_dd,profit_factor,worst_week,best_week,n_weeks,pct_pos_weeks,top1_pct,top3_pct,herfindahl,n_active
May-Jun25,0.65,30,3,ALL,0.0,0.5,338,2338,0.3618,67.89,158717.0,0.3017,0.0601,2.84,2986.6,23.86,-2986.6,128054.2,10,0.6,0.649,0.685,0.423,187
May-Jun25,0.65,30,3,ALL,0.0,0.7,338,4394,0.4754,35.8,157292.0,0.3017,0.1737,2.8,3268.2,21.04,-3268.2,128903.8,10,0.6,0.599,0.633,0.3606,233
May-Jun25,0.65,30,3,ALL,0.3,0.8,338,4819,0.6028,3.5,16887.0,0.3017,0.3011,6.02,1054.1,7.15,-1054.1,4466.5,10,0.7,0.07,0.148,0.0155,231
May-Jun25,0.65,30,3,NO,0.0,1.0,338,3979,0.6562,34.55,137484.0,0.4384,0.2178,2.35,7392.6,11.5,-5759.5,133210.2,10,0.6,0.72,0.755,0.5198,212
May-Jun25,0.65,30,3,NO,0.0,0.5,338,971,0.3975,143.64,139477.0,0.4384,-0.0408,2.45,3459.1,23.77,-2837.6,130238.2,10,0.4,0.806,0.83,0.65,115
May-Jun25,0.65,30,3,NO,0.0,0.7,338,2074,0.4952,64.77,134325.0,0.4384,0.0568,2.36,5080.7,15.97,-3513.7,129502.6,10,0.4,0.754,0.781,0.5702,173
May-Jun25,0.65,30,3,NO,0.3,0.8,338,2578,0.5997,0.81,2082.0,0.4384,0.1613,0.82,3523.8,1.32,-2880.8,2551.9,10,0.6,0.069,0.139,0.0166,194
May-Jun25,0.65,30,3,YES,0.0,1.0,338,3424,0.5929,9.42,32264.0,0.2362,0.3567,4.79,324.0,16.2,-1798.1,14205.4,10,0.8,0.104,0.205,0.0248,231
May-Jun25,0.65,30,3,YES,0.0,0.5,338,1367,0.3365,14.07,19239.0,0.2362,0.1003,2.49,3918.8,3.05,-2594.6,14906.8,10,0.5,0.114,0.229,0.0302,162
May-Jun25,0.65,30,3,YES,0.0,0.7,338,2320,0.4578,9.9,22966.0,0.2362,0.2216,3.25,1745.4,4.62,-2902.5,13991.1,10,0.6,0.107,0.213,0.0262,207
May-Jun25,0.65,30,3,YES,0.3,0.8,338,2241,0.6064,6.61,14805.0,0.2362,0.3702,9.0,450.0,31.12,-450.0,3209.2,10,0.8,0.049,0.127,0.0144,199
May-Jun25,0.65,30,6,ALL,0.0,1.0,102,3687,0.6241,44.09,162551.0,0.3017,0.3224,2.81,1339.3,90.81,-1085.3,133364.5,10,0.8,0.747,0.783,0.5599,94
May-Jun25,0.65,30,6,ALL,0.0,0.5,102,1439,0.3996,108.68,156388.0,0.3017,0.0979,2.73,2865.7,34.75,-1405.7,131372.0,10,0.5,0.803,0.833,0.6457,78
May-Jun25,0.65,30,6,ALL,0.0,0.7,102,2230,0.4717,69.93,155933.0,0.3017,0.17,2.73,3286.8,40.06,-1869.2,130976.7,10,0.5,0.778,0.807,0.6065,89
May-Jun25,0.65,30,6,ALL,0.3,0.8,102,2367,0.5915,6.17,14611.0,0.3017,0.2898,6.86,1301.6,11.67,-1301.6,3532.8,10,0.8,0.137,0.254,0.0399,90
May-Jun25,0.65,30,6,NO,0.0,1.0,102,1994,0.6505,70.95,141471.0,0.4384,0.2121,2.45,2943.5,34.9,-2362.9,132173.7,10,0.5,0.837,0.874,0.7011,85
May-Jun25,0.65,30,6,NO,0.0,0.5,102,635,0.4457,226.01,143516.0,0.4384,0.0073,2.52,992.6,83.39,-912.8,130980.1,10,0.6,0.891,0.917,0.7944,55
May-Jun25,0.65,30,6,NO,0.0,0.7,102,1070,0.4925,131.24,140426.0,0.4384,0.0542,2.47,1646.7,57.82,-934.4,130227.0,10,0.4,0.867,0.896,0.753,74
May-Jun25,0.65,30,6,NO,0.3,0.8,102,1286,0.5762,1.75,2256.0,0.4384,0.1378,1.55,1813.2,1.74,-1253.5,2106.2,10,0.5,0.141,0.212,0.0388,78
May-Jun25,0.65,30,6,YES,0.0,1.0,102,1693,0.593,12.45,21080.0,0.2362,0.3568,3.77,762.7,10.66,-912.2,12770.8,10,0.7,0.212,0.34,0.0642,88
May-Jun25,0.65,30,6,YES,0.0,0.5,102,804,0.3632,16.01,12872.0,0.2362,0.127,2.22,3679.1,3.32,-1770.1,12254.0,10,0.5,0.215,0.357,0.0706,68
May-Jun25,0.65,30,6,YES,0.0,0.7,102,1160,0.4526,13.37,15507.0,0.2362,0.2164,2.68,2574.6,4.79,-1348.0,12645.0,10,0.5,0.214,0.341,0.0654,81
May-Jun25,0.65,30,6,YES,0.3,0.8,102,1081,0.6096,11.43,12356.0,0.2362,0.3734,7.71,741.9,11.43,-741.9,2771.4,10,0.8,0.1,0.259,0.0404,80
May-Jun25,0.65,30,9,ALL,0.0,1.0,22,1675,0.5803,93.98,157410.0,0.3017,0.2786,2.74,1417.0,62.2,-1417.0,131849.1,10,0.7,0.91,0.954,0.8291,20
May-Jun25,0.65,30,9,ALL,0.0,0.5,22,937,0.4194,162.62,152375.0,0.3017,0.1177,2.65,2614.7,31.73,-1478.8,131321.5,10,0.5,0.929,0.963,0.8645,18
May-Jun25,0.65,30,9,ALL,0.0,0.7,22,1234,0.4652,123.67,152604.0,0.3017,0.1635,2.66,1884.5,36.31,-1446.1,131120.8,10,0.6,0.93,0.964,0.8653,20
May-Jun25,0.65,30,9,ALL,0.3,0.8,22,1232,0.5657,6.96,8579.0,0.3017,0.264,4.85,1677.6,5.06,-1677.6,2692.9,10,0.7,0.425,0.611,0.215,20
May-Jun25,0.65,30,9,NO,0.0,1.0,22,874,0.6144,161.52,141166.0,0.4384,0.1761,2.48,1791.2,49.84,-1791.2,130627.6,10,0.6,0.943,0.975,0.89,20
May-Jun25,0.65,30,9,NO,0.0,0.5,22,429,0.4685,328.48,140916.0,0.4384,0.0302,2.47,1415.3,49.39,-986.4,130550.8,10,0.5,0.963,0.984,0.9271,15
May-Jun25,0.65,30,9,NO,0.0,0.7,22,588,0.4864,236.41,139008.0,0.4384,0.048,2.45,1497.9,40.44,-1497.9,129967.4,10,0.5,0.955,0.976,0.9132,18
May-Jun25,0.65,30,9,NO,0.3,0.8,22,652,0.5598,3.91,2551.0,0.4384,0.1215,1.95,1061.9,2.11,-1061.9,2339.5,10,0.7,0.42,0.545,0.2118,18
May-Jun25,0.65,30,9,YES,0.0,1.0,22,801,0.5431,20.28,16244.0,0.2362,0.3069,3.36,785.7,7.65,-950.0,10716.1,10,0.7,0.459,0.737,0.2617,18
May-Jun25,0.65,30,9,YES,0.0,0.5,22,508,0.378,22.56,11459.0,0.2362,0.1418,2.35,1734.7,3.7,-1226.5,10496.0,10,0.4,0.421,0.698,0.2407,15
May-Jun25,0.65,30,9,YES,0.0,0.7,22,646,0.4458,21.05,13596.0,0.2362,0.2096,2.79,1142.2,5.33,-1105.3,10658.1,10,0.4,0.469,0.747,0.2727,18
May-Jun25,0.65,30,9,YES,0.3,0.8,22,580,0.5724,10.39,6028.0,0.2362,0.3362,5.58,966.9,5.94,-966.9,1615.7,10,0.8,0.322,0.592,0.1628,18
May-Jun25,0.65,50,3,ALL,0.0,1.0,206,6479,0.6299,26.14,169333.0,0.3017,0.3282,2.96,812.4,137.14,-812.4,132707.8,10,0.8,0.647,0.68,0.4212,160
May-Jun25,0.65,50,3,ALL,0.0,0.5,206,2076,0.3757,76.95,159752.0,0.3017,0.074,2.84,4345.1,20.97,-3817.9,129145.4,10,0.6,0.717,0.752,0.5157,125
May-Jun25,0.65,50,3,ALL,0.0,0.7,206,3857,0.4828,41.16,158757.0,0.3017,0.1811,2.83,2566.3,22.24,-2762.2,128684.3,10,0.6,0.674,0.708,0.456,154
May-Jun25,0.65,50,3,ALL,0.3,0.8,206,4287,0.6049,4.15,17782.0,0.3017,0.3032,6.35,1213.8,8.56,-1213.8,4619.8,10,0.7,0.091,0.192,0.0231,154
May-Jun25,0.65,50,3,NO,0.0,1.0,206,3588,0.6589,39.4,141383.0,0.4384,0.2205,2.44,5457.0,16.66,-5079.4,132435.0,10,0.6,0.763,0.799,0.583,145
May-Jun25,0.65,50,3,NO,0.0,0.5,206,891,0.4164,161.21,143634.0,0.4384,-0.022,2.53,2137.6,35.83,-2137.6,130534.1,10,0.7,0.836,0.862,0.7003,84
May-Jun25,0.65,50,3,NO,0.0,0.7,206,1873,0.5045,74.39,139336.0,0.4384,0.0662,2.47,2993.2,30.36,-2735.3,129215.1,10,0.5,0.791,0.82,0.6273,125
May-Jun25,0.65,50,3,NO,0.3,0.8,206,2336,0.6032,1.77,4142.0,0.4384,0.1648,1.92,1993.2,1.9,-1993.2,2540.6,10,0.7,0.086,0.171,0.0227,138
May-Jun25,0.65,50,3,YES,0.0,1.0,206,2891,0.5939,9.67,27950.0,0.2362,0.3577,4.19,800.0,9.61,-2011.5,13539.8,10,0.7,0.143,0.271,0.0388,149
May-Jun25,0.65,50,3,YES,0.0,0.5,206,1185,0.3451,13.6,16118.0,0.2362,0.109,2.28,4101.5,2.8,-3012.0,13180.2,10,0.5,0.15,0.288,0.0436,109
May-Jun25,0.65,50,3,YES,0.0,0.7,206,1984,0.4622,9.79,19421.0,0.2362,0.226,2.86,2119.6,3.87,-3019.3,13147.5,10,0.5,0.145,0.274,0.0396,138
May-Jun25,0.65,50,3,YES,0.3,0.8,206,1951,0.6069,6.99,13640.0,0.2362,0.3707,9.4,496.8,28.46,-496.8,2490.5,10,0.9,0.065,0.169,0.0223,136
May-Jun25,0.65,50,6,ALL,0.0,1.0,92,3612,0.6249,45.1,162896.0,0.3017,0.3232,2.81,1085.3,89.24,-1085.3,133581.2,10,0.8,0.755,0.792,0.5717,85
May-Jun25,0.65,50,6,ALL,0.0,0.5,92,1409,0.4038,111.58,157217.0,0.3017,0.1021,2.74,2165.7,39.73,-1416.9,131572.0,10,0.4,0.812,0.843,0.6609,71
May-Jun25,0.65,50,6,ALL,0.0,0.7,92,2186,0.4744,71.65,156622.0,0.3017,0.1727,2.73,2568.7,39.77,-1862.6,131276.7,10,0.5,0.786,0.815,0.6194,82
May-Jun25,0.65,50,6,ALL,0.3,0.8,92,2336,0.5925,6.42,15005.0,0.3017,0.2908,6.96,1301.6,12.52,-1301.6,3581.6,10,0.8,0.14,0.258,0.0413,83
May-Jun25,0.65,50,6,NO,0.0,1.0,92,1963,0.65,72.22,141761.0,0.4384,0.2117,2.45,2615.3,35.77,-2379.9,132235.7,10,0.6,0.84,0.878,0.7073,77
May-Jun25,0.65,50,6,NO,0.0,0.5,92,624,0.4503,231.07,144189.0,0.4384,0.012,2.53,1012.8,82.82,-1012.8,131080.1,10,0.7,0.895,0.921,0.8013,51
May-Jun25,0.65,50,6,NO,0.0,0.7,92,1055,0.4948,133.66,141016.0,0.4384,0.0564,2.48,1455.5,57.81,-934.4,130327.0,10,0.5,0.871,0.899,0.7588,69
May-Jun25,0.65,50,6,NO,0.3,0.8,92,1273,0.5766,1.86,2371.0,0.4384,0.1382,1.71,1649.6,1.81,-1123.0,2055.0,10,0.6,0.144,0.217,0.0405,74
May-Jun25,0.65,50,6,YES,0.0,1.0,92,1649,0.5949,12.82,21135.0,0.2362,0.3587,3.8,762.7,9.64,-1159.1,12587.4,10,0.7,0.22,0.353,0.0691,79
May-Jun25,0.65,50,6,YES,0.0,0.5,92,785,0.3669,16.6,13028.0,0.2362,0.1307,2.29,3379.1,3.36,-1570.1,11970.6,10,0.4,0.226,0.375,0.0769,62
May-Jun25,0.65,50,6,YES,0.0,0.7,92,1131,0.4553,13.8,15606.0,0.2362,0.2192,2.72,2356.4,4.96,-1586.9,12461.6,10,0.6,0.223,0.355,0.0705,74
May-Jun25,0.65,50,6,YES,0.3,0.8,92,1063,0.6115,11.89,12634.0,0.2362,0.3753,7.92,741.9,11.88,-741.9,2686.2,10,0.8,0.104,0.269,0.0431,73
May-Jun25,0.65,50,9,ALL,0.0,1.0,22,1675,0.5803,93.98,157410.0,0.3017,0.2786,2.74,1417.0,62.2,-1417.0,131849.1,10,0.7,0.91,0.954,0.8291,20
May-Jun25,0.65,50,9,ALL,0.0,0.5,22,937,0.4194,162.62,152375.0,0.3017,0.1177,2.65,2614.7,31.73,-1478.8,131321.5,10,0.5,0.929,0.963,0.8645,18
May-Jun25,0.65,50,9,ALL,0.0,0.7,22,1234,0.4652,123.67,152604.0,0.3017,0.1635,2.66,1884.5,36.31,-1446.1,131120.8,10,0.6,0.93,0.964,0.8653,20
May-Jun25,0.65,50,9,ALL,0.3,0.8,22,1232,0.5657,6.96,8579.0,0.3017,0.264,4.85,1677.6,5.06,-1677.6,2692.9,10,0.7,0.425,0.611,0.215,20
May-Jun25,0.65,50,9,NO,0.0,1.0,22,874,0.6144,161.52,141166.0,0.4384,0.1761,2.48,1791.2,49.84,-1791.2,130627.6,10,0.6,0.943,0.975,0.89,20
May-Jun25,0.65,50,9,NO,0.0,0.5,22,429,0.4685,328.48,140916.0,0.4384,0.0302,2.47,1415.3,49.39,-986.4,130550.8,10,0.5,0.963,0.984,0.9271,15
May-Jun25,0.65,50,9,NO,0.0,0.7,22,588,0.4864,236.41,139008.0,0.4384,0.048,2.45,1497.9,40.44,-1497.9,129967.4,10,0.5,0.955,0.976,0.9132,18
May-Jun25,0.65,50,9,NO,0.3,0.8,22,652,0.5598,3.91,2551.0,0.4384,0.1215,1.95,1061.9,2.11,-1061.9,2339.5,10,0.7,0.42,0.545,0.2118,18
May-Jun25,0.65,50,9,YES,0.0,1.0,22,801,0.5431,20.28,16244.0,0.2362,0.3069,3.36,785.7,7.65,-950.0,10716.1,10,0.7,0.459,0.737,0.2617,18
May-Jun25,0.65,50,9,YES,0.0,0.5,22,508,0.378,22.56,11459.0,0.2362,0.1418,2.35,1734.7,3.7,-1226.5,10496.0,10,0.4,0.421,0.698,0.2407,15
May-Jun25,0.65,50,9,YES,0.0,0.7,22,646,0.4458,21.05,13596.0,0.2362,0.2096,2.79,1142.2,5.33,-1105.3,10658.1,10,0.4,0.469,0.747,0.2727,18
May-Jun25,0.65,50,9,YES,0.3,0.8,22,580,0.5724,10.39,6028.0,0.2362,0.3362,5.58,966.9,5.94,-966.9,1615.7,10,0.8,0.322,0.592,0.1628,18
May-Jun25,0.7,10,3,ALL,0.0,1.0,458,5940,0.6298,2.08,12337.0,0.3017,0.3281,2.66,4854.4,2.48,-3992.4,5658.7,10,0.6,0.045,0.113,0.0115,304
May-Jun25,0.7,10,3,ALL,0.0,0.5,458,1860,0.3441,-1.0,-1851.0,0.3017,0.0424,-0.56,6662.6,0.8,-3756.1,5031.1,10,0.4,0.067,0.13,0.0164,193
